mass,sigma
140.45000000,0.36558886
140.46000000,0.36544244
140.47000000,0.36529611
140.48000000,0.36514989
140.49000000,0.36500377
140.50000000,0.36485775
140.51000000,0.36471183
140.52000000,0.36456601
140.53000000,0.36442029
140.54000000,0.36427467
140.55000000,0.36412915
140.56000000,0.36398372
140.57000000,0.36383840
140.58000000,0.36369317
140.59000000,0.36354804
140.60000000,0.36340300
140.61000000,0.36325806
140.62000000,0.36311322
140.63000000,0.36296848
140.64000000,0.36282382
140.65000000,0.36267927
140.66000000,0.36253481
140.67000000,0.36239044
140.68000000,0.36224616
140.69000000,0.36210198
140.70000000,0.36195789
140.71000000,0.36181390
140.72000000,0.36166999
140.73000000,0.36152618
140.74000000,0.36138246
140.75000000,0.36123883
140.76000000,0.36109528
140.77000000,0.36095183
140.78000000,0.36080847
140.79000000,0.36066520
140.80000000,0.36052201
140.81000000,0.36037892
140.82000000,0.36023591
140.83000000,0.36009299
140.84000000,0.35995016
140.85000000,0.35980741
140.86000000,0.35966475
140.87000000,0.35952217
140.88000000,0.35937968
140.89000000,0.35923728
140.90000000,0.35909496
140.91000000,0.35895272
140.92000000,0.35881057
140.93000000,0.35866850
140.94000000,0.35852651
140.95000000,0.35838461
140.96000000,0.35824279
140.97000000,0.35810105
140.98000000,0.35795939
140.99000000,0.35781781
141.00000000,0.35767632
141.01000000,0.35753490
141.02000000,0.35739356
141.03000000,0.35725230
141.04000000,0.35711112
141.05000000,0.35697002
141.06000000,0.35682900
141.07000000,0.35668805
141.08000000,0.35654718
141.09000000,0.35640639
141.10000000,0.35626568
141.11000000,0.35612504
141.12000000,0.35598447
141.13000000,0.35584399
141.14000000,0.35570357
141.15000000,0.35556323
141.16000000,0.35542297
141.17000000,0.35528277
141.18000000,0.35514266
141.19000000,0.35500261
141.20000000,0.35486263
141.21000000,0.35472273
141.22000000,0.35458290
141.23000000,0.35444314
141.24000000,0.35430345
141.25000000,0.35416383
141.26000000,0.35402429
141.27000000,0.35388481
141.28000000,0.35374540
141.29000000,0.35360605
141.30000000,0.35346678
141.31000000,0.35332757
141.32000000,0.35318844
141.33000000,0.35304936
141.34000000,0.35291036
141.35000000,0.35277142
141.36000000,0.35263255
141.37000000,0.35249374
141.38000000,0.35235500
141.39000000,0.35221632
141.40000000,0.35207771
141.41000000,0.35193915
141.42000000,0.35180067
141.43000000,0.35166224
141.44000000,0.35152388
141.45000000,0.35138558
141.46000000,0.35124734
141.47000000,0.35110917
141.48000000,0.35097105
141.49000000,0.35083300
141.50000000,0.35069500
141.51000000,0.35055706
141.52000000,0.35041919
141.53000000,0.35028137
141.54000000,0.35014361
141.55000000,0.35000592
141.56000000,0.34986828
141.57000000,0.34973070
141.58000000,0.34959319
141.59000000,0.34945573
141.60000000,0.34931833
141.61000000,0.34918099
141.62000000,0.34904371
141.63000000,0.34890650
141.64000000,0.34876934
141.65000000,0.34863224
141.66000000,0.34849520
141.67000000,0.34835823
141.68000000,0.34822131
141.69000000,0.34808445
141.70000000,0.34794766
141.71000000,0.34781092
141.72000000,0.34767424
141.73000000,0.34753763
141.74000000,0.34740107
141.75000000,0.34726458
141.76000000,0.34712814
141.77000000,0.34699177
141.78000000,0.34685545
141.79000000,0.34671920
141.80000000,0.34658301
141.81000000,0.34644688
141.82000000,0.34631080
141.83000000,0.34617479
141.84000000,0.34603884
141.85000000,0.34590295
141.86000000,0.34576713
141.87000000,0.34563136
141.88000000,0.34549565
141.89000000,0.34536001
141.90000000,0.34522442
141.91000000,0.34508890
141.92000000,0.34495343
141.93000000,0.34481803
141.94000000,0.34468269
141.95000000,0.34454741
141.96000000,0.34441219
141.97000000,0.34427703
141.98000000,0.34414194
141.99000000,0.34400690
142.00000000,0.34387193
142.01000000,0.34373701
142.02000000,0.34360216
142.03000000,0.34346737
142.04000000,0.34333264
142.05000000,0.34319797
142.06000000,0.34306337
142.07000000,0.34292882
142.08000000,0.34279434
142.09000000,0.34265992
142.10000000,0.34252556
142.11000000,0.34239126
142.12000000,0.34225702
142.13000000,0.34212285
142.14000000,0.34198873
142.15000000,0.34185468
142.16000000,0.34172069
142.17000000,0.34158676
142.18000000,0.34145290
142.19000000,0.34131909
142.20000000,0.34118535
142.21000000,0.34105167
142.22000000,0.34091805
142.23000000,0.34078449
142.24000000,0.34065100
142.25000000,0.34051756
142.26000000,0.34038419
142.27000000,0.34025088
142.28000000,0.34011764
142.29000000,0.33998445
142.30000000,0.33985133
142.31000000,0.33971827
142.32000000,0.33958527
142.33000000,0.33945234
142.34000000,0.33931946
142.35000000,0.33918665
142.36000000,0.33905390
142.37000000,0.33892122
142.38000000,0.33878860
142.39000000,0.33865603
142.40000000,0.33852354
142.41000000,0.33839110
142.42000000,0.33825873
142.43000000,0.33812642
142.44000000,0.33799417
142.45000000,0.33786198
142.46000000,0.33772986
142.47000000,0.33759780
142.48000000,0.33746581
142.49000000,0.33733387
142.50000000,0.33720200
142.51000000,0.33707019
142.52000000,0.33693845
142.53000000,0.33680676
142.54000000,0.33667515
142.55000000,0.33654359
142.56000000,0.33641210
142.57000000,0.33628067
142.58000000,0.33614930
142.59000000,0.33601800
142.60000000,0.33588677
142.61000000,0.33575559
142.62000000,0.33562448
142.63000000,0.33549344
142.64000000,0.33536246
142.65000000,0.33523154
142.66000000,0.33510069
142.67000000,0.33496990
142.68000000,0.33483918
142.69000000,0.33470852
142.70000000,0.33457793
142.71000000,0.33444740
142.72000000,0.33431694
142.73000000,0.33418655
142.74000000,0.33405621
142.75000000,0.33392595
142.76000000,0.33379575
142.77000000,0.33366561
142.78000000,0.33353555
142.79000000,0.33340554
142.80000000,0.33327561
142.81000000,0.33314574
142.82000000,0.33301593
142.83000000,0.33288619
142.84000000,0.33275652
142.85000000,0.33262692
142.86000000,0.33249738
142.87000000,0.33236791
142.88000000,0.33223850
142.89000000,0.33210917
142.90000000,0.33197990
142.91000000,0.33185070
142.92000000,0.33172156
142.93000000,0.33159249
142.94000000,0.33146349
142.95000000,0.33133456
142.96000000,0.33120570
142.97000000,0.33107690
142.98000000,0.33094817
142.99000000,0.33081951
143.00000000,0.33069092
143.01000000,0.33056239
143.02000000,0.33043394
143.03000000,0.33030555
143.04000000,0.33017723
143.05000000,0.33004898
143.06000000,0.32992080
143.07000000,0.32979269
143.08000000,0.32966465
143.09000000,0.32953668
143.10000000,0.32940877
143.11000000,0.32928094
143.12000000,0.32915317
143.13000000,0.32902548
143.14000000,0.32889785
143.15000000,0.32877030
143.16000000,0.32864281
143.17000000,0.32851540
143.18000000,0.32838805
143.19000000,0.32826078
143.20000000,0.32813358
143.21000000,0.32800644
143.22000000,0.32787938
143.23000000,0.32775239
143.24000000,0.32762547
143.25000000,0.32749862
143.26000000,0.32737184
143.27000000,0.32724513
143.28000000,0.32711849
143.29000000,0.32699193
143.30000000,0.32686543
143.31000000,0.32673901
143.32000000,0.32661266
143.33000000,0.32648638
143.34000000,0.32636018
143.35000000,0.32623404
143.36000000,0.32610798
143.37000000,0.32598199
143.38000000,0.32585607
143.39000000,0.32573023
143.40000000,0.32560445
143.41000000,0.32547875
143.42000000,0.32535313
143.43000000,0.32522757
143.44000000,0.32510209
143.45000000,0.32497669
143.46000000,0.32485135
143.47000000,0.32472609
143.48000000,0.32460090
143.49000000,0.32447579
143.50000000,0.32435075
143.51000000,0.32422578
143.52000000,0.32410089
143.53000000,0.32397607
143.54000000,0.32385133
143.55000000,0.32372665
143.56000000,0.32360206
143.57000000,0.32347753
143.58000000,0.32335308
143.59000000,0.32322870
143.60000000,0.32310439
143.61000000,0.32298016
143.62000000,0.32285599
143.63000000,0.32273191
143.64000000,0.32260789
143.65000000,0.32248394
143.66000000,0.32236007
143.67000000,0.32223627
143.68000000,0.32211254
143.69000000,0.32198888
143.70000000,0.32186530
143.71000000,0.32174178
143.72000000,0.32161834
143.73000000,0.32149497
143.74000000,0.32137167
143.75000000,0.32124844
143.76000000,0.32112528
143.77000000,0.32100219
143.78000000,0.32087917
143.79000000,0.32075623
143.80000000,0.32063335
143.81000000,0.32051054
143.82000000,0.32038781
143.83000000,0.32026514
143.84000000,0.32014254
143.85000000,0.32002002
143.86000000,0.31989756
143.87000000,0.31977517
143.88000000,0.31965286
143.89000000,0.31953061
143.90000000,0.31940843
143.91000000,0.31928632
143.92000000,0.31916428
143.93000000,0.31904231
143.94000000,0.31892040
143.95000000,0.31879857
143.96000000,0.31867680
143.97000000,0.31855510
143.98000000,0.31843347
143.99000000,0.31831191
144.00000000,0.31819042
144.01000000,0.31806899
144.02000000,0.31794764
144.03000000,0.31782635
144.04000000,0.31770512
144.05000000,0.31758397
144.06000000,0.31746288
144.07000000,0.31734186
144.08000000,0.31722091
144.09000000,0.31710002
144.10000000,0.31697920
144.11000000,0.31685845
144.12000000,0.31673776
144.13000000,0.31661714
144.14000000,0.31649659
144.15000000,0.31637610
144.16000000,0.31625568
144.17000000,0.31613533
144.18000000,0.31601504
144.19000000,0.31589481
144.20000000,0.31577466
144.21000000,0.31565456
144.22000000,0.31553454
144.23000000,0.31541458
144.24000000,0.31529468
144.25000000,0.31517485
144.26000000,0.31505508
144.27000000,0.31493538
144.28000000,0.31481574
144.29000000,0.31469617
144.30000000,0.31457667
144.31000000,0.31445722
144.32000000,0.31433784
144.33000000,0.31421853
144.34000000,0.31409928
144.35000000,0.31398009
144.36000000,0.31386097
144.37000000,0.31374191
144.38000000,0.31362291
144.39000000,0.31350398
144.40000000,0.31338511
144.41000000,0.31326631
144.42000000,0.31314756
144.43000000,0.31302888
144.44000000,0.31291027
144.45000000,0.31279171
144.46000000,0.31267322
144.47000000,0.31255479
144.48000000,0.31243642
144.49000000,0.31231812
144.50000000,0.31219987
144.51000000,0.31208169
144.52000000,0.31196358
144.53000000,0.31184552
144.54000000,0.31172752
144.55000000,0.31160959
144.56000000,0.31149172
144.57000000,0.31137391
144.58000000,0.31125616
144.59000000,0.31113847
144.60000000,0.31102085
144.61000000,0.31090328
144.62000000,0.31078578
144.63000000,0.31066834
144.64000000,0.31055096
144.65000000,0.31043364
144.66000000,0.31031638
144.67000000,0.31019918
144.68000000,0.31008204
144.69000000,0.30996497
144.70000000,0.30984795
144.71000000,0.30973100
144.72000000,0.30961411
144.73000000,0.30949727
144.74000000,0.30938050
144.75000000,0.30926379
144.76000000,0.30914713
144.77000000,0.30903054
144.78000000,0.30891401
144.79000000,0.30879754
144.80000000,0.30868113
144.81000000,0.30856478
144.82000000,0.30844849
144.83000000,0.30833225
144.84000000,0.30821608
144.85000000,0.30809997
144.86000000,0.30798392
144.87000000,0.30786793
144.88000000,0.30775199
144.89000000,0.30763612
144.90000000,0.30752031
144.91000000,0.30740455
144.92000000,0.30728886
144.93000000,0.30717322
144.94000000,0.30705764
144.95000000,0.30694213
144.96000000,0.30682667
144.97000000,0.30671127
144.98000000,0.30659593
144.99000000,0.30648064
145.00000000,0.30636542
145.01000000,0.30625026
145.02000000,0.30613515
145.03000000,0.30602010
145.04000000,0.30590511
145.05000000,0.30579018
145.06000000,0.30567531
145.07000000,0.30556050
145.08000000,0.30544574
145.09000000,0.30533105
145.10000000,0.30521641
145.11000000,0.30510183
145.12000000,0.30498730
145.13000000,0.30487284
145.14000000,0.30475843
145.15000000,0.30464408
145.16000000,0.30452979
145.17000000,0.30441555
145.18000000,0.30430138
145.19000000,0.30418726
145.20000000,0.30407320
145.21000000,0.30395919
145.22000000,0.30384525
145.23000000,0.30373136
145.24000000,0.30361753
145.25000000,0.30350375
145.26000000,0.30339003
145.27000000,0.30327637
145.28000000,0.30316277
145.29000000,0.30304922
145.30000000,0.30293573
145.31000000,0.30282230
145.32000000,0.30270892
145.33000000,0.30259560
145.34000000,0.30248233
145.35000000,0.30236913
145.36000000,0.30225598
145.37000000,0.30214288
145.38000000,0.30202984
145.39000000,0.30191686
145.40000000,0.30180394
145.41000000,0.30169107
145.42000000,0.30157825
145.43000000,0.30146549
145.44000000,0.30135279
145.45000000,0.30124015
145.46000000,0.30112756
145.47000000,0.30101502
145.48000000,0.30090254
145.49000000,0.30079012
145.50000000,0.30067775
145.51000000,0.30056544
145.52000000,0.30045318
145.53000000,0.30034098
145.54000000,0.30022883
145.55000000,0.30011674
145.56000000,0.30000470
145.57000000,0.29989272
145.58000000,0.29978080
145.59000000,0.29966892
145.60000000,0.29955711
145.61000000,0.29944535
145.62000000,0.29933364
145.63000000,0.29922198
145.64000000,0.29911039
145.65000000,0.29899884
145.66000000,0.29888735
145.67000000,0.29877592
145.68000000,0.29866454
145.69000000,0.29855321
145.70000000,0.29844194
145.71000000,0.29833072
145.72000000,0.29821956
145.73000000,0.29810845
145.74000000,0.29799739
145.75000000,0.29788639
145.76000000,0.29777544
145.77000000,0.29766454
145.78000000,0.29755370
145.79000000,0.29744291
145.80000000,0.29733218
145.81000000,0.29722149
145.82000000,0.29711087
145.83000000,0.29700029
145.84000000,0.29688977
145.85000000,0.29677930
145.86000000,0.29666888
145.87000000,0.29655852
145.88000000,0.29644821
145.89000000,0.29633795
145.90000000,0.29622775
145.91000000,0.29611760
145.92000000,0.29600750
145.93000000,0.29589745
145.94000000,0.29578746
145.95000000,0.29567752
145.96000000,0.29556763
145.97000000,0.29545779
145.98000000,0.29534801
145.99000000,0.29523827
146.00000000,0.29512859
146.01000000,0.29501897
146.02000000,0.29490939
146.03000000,0.29479986
146.04000000,0.29469039
146.05000000,0.29458097
146.06000000,0.29447160
146.07000000,0.29436228
146.08000000,0.29425302
146.09000000,0.29414380
146.10000000,0.29403464
146.11000000,0.29392552
146.12000000,0.29381646
146.13000000,0.29370745
146.14000000,0.29359849
146.15000000,0.29348959
146.16000000,0.29338073
146.17000000,0.29327192
146.18000000,0.29316317
146.19000000,0.29305447
146.20000000,0.29294581
146.21000000,0.29283721
146.22000000,0.29272866
146.23000000,0.29262015
146.24000000,0.29251170
146.25000000,0.29240330
146.26000000,0.29229495
146.27000000,0.29218665
146.28000000,0.29207840
146.29000000,0.29197020
146.30000000,0.29186205
146.31000000,0.29175395
146.32000000,0.29164590
146.33000000,0.29153790
146.34000000,0.29142995
146.35000000,0.29132204
146.36000000,0.29121419
146.37000000,0.29110639
146.38000000,0.29099864
146.39000000,0.29089093
146.40000000,0.29078328
146.41000000,0.29067568
146.42000000,0.29056812
146.43000000,0.29046061
146.44000000,0.29035316
146.45000000,0.29024575
146.46000000,0.29013839
146.47000000,0.29003108
146.48000000,0.28992382
146.49000000,0.28981660
146.50000000,0.28970944
146.51000000,0.28960232
146.52000000,0.28949525
146.53000000,0.28938824
146.54000000,0.28928127
146.55000000,0.28917434
146.56000000,0.28906747
146.57000000,0.28896065
146.58000000,0.28885388
146.59000000,0.28874715
146.60000000,0.28864048
146.61000000,0.28853385
146.62000000,0.28842727
146.63000000,0.28832075
146.64000000,0.28821427
146.65000000,0.28810784
146.66000000,0.28800146
146.67000000,0.28789513
146.68000000,0.28778885
146.69000000,0.28768263
146.70000000,0.28757645
146.71000000,0.28747032
146.72000000,0.28736424
146.73000000,0.28725821
146.74000000,0.28715223
146.75000000,0.28704631
146.76000000,0.28694043
146.77000000,0.28683460
146.78000000,0.28672883
146.79000000,0.28662310
146.80000000,0.28651743
146.81000000,0.28641180
146.82000000,0.28630623
146.83000000,0.28620071
146.84000000,0.28609524
146.85000000,0.28598982
146.86000000,0.28588445
146.87000000,0.28577914
146.88000000,0.28567387
146.89000000,0.28556866
146.90000000,0.28546349
146.91000000,0.28535838
146.92000000,0.28525332
146.93000000,0.28514832
146.94000000,0.28504336
146.95000000,0.28493846
146.96000000,0.28483361
146.97000000,0.28472881
146.98000000,0.28462406
146.99000000,0.28451936
147.00000000,0.28441472
147.01000000,0.28431013
147.02000000,0.28420559
147.03000000,0.28410111
147.04000000,0.28399667
147.05000000,0.28389229
147.06000000,0.28378797
147.07000000,0.28368369
147.08000000,0.28357947
147.09000000,0.28347530
147.10000000,0.28337118
147.11000000,0.28326712
147.12000000,0.28316311
147.13000000,0.28305916
147.14000000,0.28295525
147.15000000,0.28285140
147.16000000,0.28274761
147.17000000,0.28264387
147.18000000,0.28254018
147.19000000,0.28243654
147.20000000,0.28233296
147.21000000,0.28222944
147.22000000,0.28212596
147.23000000,0.28202254
147.24000000,0.28191918
147.25000000,0.28181587
147.26000000,0.28171261
147.27000000,0.28160941
147.28000000,0.28150626
147.29000000,0.28140317
147.30000000,0.28130013
147.31000000,0.28119715
147.32000000,0.28109422
147.33000000,0.28099134
147.34000000,0.28088852
147.35000000,0.28078576
147.36000000,0.28068305
147.37000000,0.28058039
147.38000000,0.28047780
147.39000000,0.28037525
147.40000000,0.28027276
147.41000000,0.28017033
147.42000000,0.28006795
147.43000000,0.27996563
147.44000000,0.27986336
147.45000000,0.27976115
147.46000000,0.27965900
147.47000000,0.27955690
147.48000000,0.27945486
147.49000000,0.27935287
147.50000000,0.27925094
147.51000000,0.27914906
147.52000000,0.27904724
147.53000000,0.27894548
147.54000000,0.27884377
147.55000000,0.27874212
147.56000000,0.27864052
147.57000000,0.27853897
147.58000000,0.27843748
147.59000000,0.27833605
147.60000000,0.27823466
147.61000000,0.27813333
147.62000000,0.27803205
147.63000000,0.27793083
147.64000000,0.27782965
147.65000000,0.27772853
147.66000000,0.27762746
147.67000000,0.27752644
147.68000000,0.27742547
147.69000000,0.27732455
147.70000000,0.27722368
147.71000000,0.27712286
147.72000000,0.27702209
147.73000000,0.27692137
147.74000000,0.27682069
147.75000000,0.27672007
147.76000000,0.27661949
147.77000000,0.27651896
147.78000000,0.27641848
147.79000000,0.27631805
147.80000000,0.27621766
147.81000000,0.27611732
147.82000000,0.27601702
147.83000000,0.27591677
147.84000000,0.27581657
147.85000000,0.27571641
147.86000000,0.27561629
147.87000000,0.27551622
147.88000000,0.27541619
147.89000000,0.27531621
147.90000000,0.27521627
147.91000000,0.27511638
147.92000000,0.27501652
147.93000000,0.27491671
147.94000000,0.27481694
147.95000000,0.27471722
147.96000000,0.27461753
147.97000000,0.27451789
147.98000000,0.27441828
147.99000000,0.27431872
148.00000000,0.27421920
148.01000000,0.27411971
148.02000000,0.27402027
148.03000000,0.27392087
148.04000000,0.27382150
148.05000000,0.27372217
148.06000000,0.27362288
148.07000000,0.27352363
148.08000000,0.27342442
148.09000000,0.27332524
148.10000000,0.27322610
148.11000000,0.27312700
148.12000000,0.27302793
148.13000000,0.27292890
148.14000000,0.27282991
148.15000000,0.27273095
148.16000000,0.27263202
148.17000000,0.27253313
148.18000000,0.27243427
148.19000000,0.27233545
148.20000000,0.27223666
148.21000000,0.27213791
148.22000000,0.27203919
148.23000000,0.27194050
148.24000000,0.27184184
148.25000000,0.27174321
148.26000000,0.27164462
148.27000000,0.27154606
148.28000000,0.27144752
148.29000000,0.27134902
148.30000000,0.27125055
148.31000000,0.27115211
148.32000000,0.27105370
148.33000000,0.27095532
148.34000000,0.27085696
148.35000000,0.27075864
148.36000000,0.27066035
148.37000000,0.27056208
148.38000000,0.27046384
148.39000000,0.27036562
148.40000000,0.27026744
148.41000000,0.27016928
148.42000000,0.27007115
148.43000000,0.26997304
148.44000000,0.26987496
148.45000000,0.26977691
148.46000000,0.26967888
148.47000000,0.26958087
148.48000000,0.26948289
148.49000000,0.26938493
148.50000000,0.26928700
148.51000000,0.26918909
148.52000000,0.26909120
148.53000000,0.26899334
148.54000000,0.26889550
148.55000000,0.26879769
148.56000000,0.26869989
148.57000000,0.26860212
148.58000000,0.26850437
148.59000000,0.26840665
148.60000000,0.26830895
148.61000000,0.26821127
148.62000000,0.26811361
148.63000000,0.26801598
148.64000000,0.26791837
148.65000000,0.26782078
148.66000000,0.26772321
148.67000000,0.26762567
148.68000000,0.26752815
148.69000000,0.26743065
148.70000000,0.26733317
148.71000000,0.26723571
148.72000000,0.26713828
148.73000000,0.26704087
148.74000000,0.26694348
148.75000000,0.26684611
148.76000000,0.26674876
148.77000000,0.26665143
148.78000000,0.26655413
148.79000000,0.26645685
148.80000000,0.26635958
148.81000000,0.26626234
148.82000000,0.26616512
148.83000000,0.26606793
148.84000000,0.26597075
148.85000000,0.26587359
148.86000000,0.26577646
148.87000000,0.26567934
148.88000000,0.26558225
148.89000000,0.26548518
148.90000000,0.26538812
148.91000000,0.26529109
148.92000000,0.26519408
148.93000000,0.26509709
148.94000000,0.26500012
148.95000000,0.26490316
148.96000000,0.26480623
148.97000000,0.26470932
148.98000000,0.26461243
148.99000000,0.26451556
149.00000000,0.26441871
149.01000000,0.26432188
149.02000000,0.26422507
149.03000000,0.26412827
149.04000000,0.26403150
149.05000000,0.26393475
149.06000000,0.26383801
149.07000000,0.26374130
149.08000000,0.26364460
149.09000000,0.26354793
149.10000000,0.26345127
149.11000000,0.26335463
149.12000000,0.26325801
149.13000000,0.26316141
149.14000000,0.26306483
149.15000000,0.26296827
149.16000000,0.26287172
149.17000000,0.26277519
149.18000000,0.26267869
149.19000000,0.26258220
149.20000000,0.26248573
149.21000000,0.26238927
149.22000000,0.26229284
149.23000000,0.26219642
149.24000000,0.26210003
149.25000000,0.26200365
149.26000000,0.26190728
149.27000000,0.26181094
149.28000000,0.26171461
149.29000000,0.26161830
149.30000000,0.26152201
149.31000000,0.26142574
149.32000000,0.26132948
149.33000000,0.26123324
149.34000000,0.26113702
149.35000000,0.26104081
149.36000000,0.26094462
149.37000000,0.26084845
149.38000000,0.26075230
149.39000000,0.26065616
149.40000000,0.26056004
149.41000000,0.26046394
149.42000000,0.26036785
149.43000000,0.26027178
149.44000000,0.26017573
149.45000000,0.26007969
149.46000000,0.25998367
149.47000000,0.25988767
149.48000000,0.25979168
149.49000000,0.25969571
149.50000000,0.25959975
149.51000000,0.25950381
149.52000000,0.25940789
149.53000000,0.25931198
149.54000000,0.25921609
149.55000000,0.25912022
149.56000000,0.25902437
149.57000000,0.25892854
149.58000000,0.25883273
149.59000000,0.25873695
149.60000000,0.25864118
149.61000000,0.25854544
149.62000000,0.25844972
149.63000000,0.25835402
149.64000000,0.25825835
149.65000000,0.25816270
149.66000000,0.25806708
149.67000000,0.25797148
149.68000000,0.25787591
149.69000000,0.25778037
149.70000000,0.25768486
149.71000000,0.25758938
149.72000000,0.25749393
149.73000000,0.25739850
149.74000000,0.25730311
149.75000000,0.25720775
149.76000000,0.25711243
149.77000000,0.25701713
149.78000000,0.25692187
149.79000000,0.25682664
149.80000000,0.25673145
149.81000000,0.25663630
149.82000000,0.25654118
149.83000000,0.25644609
149.84000000,0.25635105
149.85000000,0.25625604
149.86000000,0.25616107
149.87000000,0.25606614
149.88000000,0.25597125
149.89000000,0.25587641
149.90000000,0.25578160
149.91000000,0.25568683
149.92000000,0.25559211
149.93000000,0.25549743
149.94000000,0.25540280
149.95000000,0.25530821
149.96000000,0.25521367
149.97000000,0.25511917
149.98000000,0.25502472
149.99000000,0.25493031
150.00000000,0.25483596
150.01000000,0.25474165
150.02000000,0.25464739
150.03000000,0.25455318
150.04000000,0.25445903
150.05000000,0.25436492
150.06000000,0.25427087
150.07000000,0.25417686
150.08000000,0.25408291
150.09000000,0.25398902
150.10000000,0.25389518
150.11000000,0.25380139
150.12000000,0.25370766
150.13000000,0.25361399
150.14000000,0.25352038
150.15000000,0.25342682
150.16000000,0.25333332
150.17000000,0.25323988
150.18000000,0.25314650
150.19000000,0.25305318
150.20000000,0.25295992
150.21000000,0.25286672
150.22000000,0.25277358
150.23000000,0.25268051
150.24000000,0.25258750
150.25000000,0.25249456
150.26000000,0.25240168
150.27000000,0.25230886
150.28000000,0.25221612
150.29000000,0.25212344
150.30000000,0.25203082
150.31000000,0.25193828
150.32000000,0.25184580
150.33000000,0.25175339
150.34000000,0.25166106
150.35000000,0.25156879
150.36000000,0.25147660
150.37000000,0.25138448
150.38000000,0.25129243
150.39000000,0.25120045
150.40000000,0.25110855
150.41000000,0.25101672
150.42000000,0.25092497
150.43000000,0.25083330
150.44000000,0.25074170
150.45000000,0.25065017
150.46000000,0.25055873
150.47000000,0.25046737
150.48000000,0.25037608
150.49000000,0.25028488
150.50000000,0.25019375
150.51000000,0.25010271
150.52000000,0.25001174
150.53000000,0.24992086
150.54000000,0.24983006
150.55000000,0.24973934
150.56000000,0.24964870
150.57000000,0.24955814
150.58000000,0.24946766
150.59000000,0.24937727
150.60000000,0.24928695
150.61000000,0.24919671
150.62000000,0.24910656
150.63000000,0.24901648
150.64000000,0.24892648
150.65000000,0.24883656
150.66000000,0.24874673
150.67000000,0.24865697
150.68000000,0.24856729
150.69000000,0.24847769
150.70000000,0.24838817
150.71000000,0.24829873
150.72000000,0.24820936
150.73000000,0.24812008
150.74000000,0.24803088
150.75000000,0.24794175
150.76000000,0.24785270
150.77000000,0.24776374
150.78000000,0.24767484
150.79000000,0.24758603
150.80000000,0.24749730
150.81000000,0.24740864
150.82000000,0.24732006
150.83000000,0.24723156
150.84000000,0.24714314
150.85000000,0.24705480
150.86000000,0.24696653
150.87000000,0.24687834
150.88000000,0.24679023
150.89000000,0.24670219
150.90000000,0.24661423
150.91000000,0.24652635
150.92000000,0.24643855
150.93000000,0.24635082
150.94000000,0.24626317
150.95000000,0.24617559
150.96000000,0.24608810
150.97000000,0.24600067
150.98000000,0.24591333
150.99000000,0.24582606
151.00000000,0.24573887
151.01000000,0.24565175
151.02000000,0.24556471
151.03000000,0.24547774
151.04000000,0.24539085
151.05000000,0.24530404
151.06000000,0.24521730
151.07000000,0.24513063
151.08000000,0.24504404
151.09000000,0.24495753
151.10000000,0.24487109
151.11000000,0.24478473
151.12000000,0.24469844
151.13000000,0.24461222
151.14000000,0.24452608
151.15000000,0.24444001
151.16000000,0.24435402
151.17000000,0.24426811
151.18000000,0.24418226
151.19000000,0.24409649
151.20000000,0.24401080
151.21000000,0.24392518
151.22000000,0.24383963
151.23000000,0.24375415
151.24000000,0.24366875
151.25000000,0.24358342
151.26000000,0.24349817
151.27000000,0.24341299
151.28000000,0.24332788
151.29000000,0.24324284
151.30000000,0.24315788
151.31000000,0.24307299
151.32000000,0.24298817
151.33000000,0.24290343
151.34000000,0.24281876
151.35000000,0.24273416
151.36000000,0.24264963
151.37000000,0.24256517
151.38000000,0.24248079
151.39000000,0.24239647
151.40000000,0.24231223
151.41000000,0.24222807
151.42000000,0.24214397
151.43000000,0.24205994
151.44000000,0.24197599
151.45000000,0.24189210
151.46000000,0.24180829
151.47000000,0.24172455
151.48000000,0.24164088
151.49000000,0.24155728
151.50000000,0.24147375
151.51000000,0.24139029
151.52000000,0.24130690
151.53000000,0.24122358
151.54000000,0.24114033
151.55000000,0.24105715
151.56000000,0.24097404
151.57000000,0.24089100
151.58000000,0.24080802
151.59000000,0.24072511
151.60000000,0.24064227
151.61000000,0.24055949
151.62000000,0.24047679
151.63000000,0.24039414
151.64000000,0.24031156
151.65000000,0.24022905
151.66000000,0.24014660
151.67000000,0.24006421
151.68000000,0.23998189
151.69000000,0.23989963
151.70000000,0.23981743
151.71000000,0.23973530
151.72000000,0.23965323
151.73000000,0.23957122
151.74000000,0.23948927
151.75000000,0.23940738
151.76000000,0.23932555
151.77000000,0.23924378
151.78000000,0.23916207
151.79000000,0.23908042
151.80000000,0.23899883
151.81000000,0.23891730
151.82000000,0.23883582
151.83000000,0.23875440
151.84000000,0.23867304
151.85000000,0.23859174
151.86000000,0.23851049
151.87000000,0.23842930
151.88000000,0.23834816
151.89000000,0.23826708
151.90000000,0.23818605
151.91000000,0.23810508
151.92000000,0.23802416
151.93000000,0.23794329
151.94000000,0.23786248
151.95000000,0.23778171
151.96000000,0.23770100
151.97000000,0.23762035
151.98000000,0.23753974
151.99000000,0.23745918
152.00000000,0.23737868
152.01000000,0.23729822
152.02000000,0.23721782
152.03000000,0.23713746
152.04000000,0.23705715
152.05000000,0.23697689
152.06000000,0.23689668
152.07000000,0.23681652
152.08000000,0.23673640
152.09000000,0.23665633
152.10000000,0.23657630
